//8.0.29859840000.1|false|x^3 - 3*x - 1|(27449954449068287088618456405070721528817434171181607272*L.1^2 + 51252453256434012225975884255167400338277591462332636422*L.1 + 14487013234589231642203382442370787169918374798647501183)*X^2 + (989459184786893703187987542287272690013455954619887797356*L.1^2 + 1840160349903888705573761771769491156429892174497112075720*L.1 + 519686098985858000437952722259057329265908790337825068238)*X*Y + (2925764547419037431038237049799309427261009730312286582356*L.1^2 + 5336963459994865107943058625301520655791760069708220280868*L.1 + 1500838984705774620150977911032117546676929430503160765206)*X*T + (8928198333008352647494146197153027825634312236992840190956*L.1^2 + 16499179312330304699580762414337581109461196502070420513190*L.1 + 4652884678687190434852075221055335520775831067839571738775)*Y^2 + (53135884688564484787673532254284540521970624796060090579336*L.1^2 + 95185198369795259634497487186454801193030939551899543277408*L.1 + 26651489886481303961031708066657571995320315553078271589614)*Y*T + (81464213419023379413372512544834297163656819606121661700024*L.1^2 + 133544072496089862977871306088059902357742974077266320783090*L.1 + 36547157768140593815286196918278501226066090488237876629631)*T^2|(-289246576191711735062553230036289411289112998645098236900858714512611919198190791667756807701810979421186459564441600000*L.1^2 - 749715970167479265261419504499423031018458162285522501105492637436494061113009204243456016316705866138304327691468800000*L.1 - 531433894134380258540797749839199942798210755924840003569983739674337275268840925287431088635278231197018190197555200000)*X^3 + (-7909425643996887465557851606453007172105664109359949098433156070714859167710205736912804694038989724089377722516992000000*L.1^2 + 14422496734322659345456953434116688222832662921569868960236141727211900940758692509145986831705728437929735484285952000000*L.1 + 38167173919637575476545818368835114396145904446698714961701184481772266844515177309205703117959121797597382125519872000000)*X^2*Y + (-2154242948859851301931841641049376570194897504655000638250594410051488195512340673114360904526952473799210616033417600000000*L.1^2 - 1710972989877559964680146200823548034005398060362933214503403637089892137705770809347792047713141414184929853511198080000000*L.1 + 2627326114489406749567751858477632125803636326111608252492592170049113719873766194933417964183678267910575661708663680000000)*X^2*Z + (453046181822629242164898104924074157542940462385196215011513189038700550135867302262587872847775839986615666606080000*L.1^2 - 72175205467080891707498509292275205361970034518374670103978141418678936525074656652386438956691721921599100682240000*L.1 - 1238649666087945937213182617108367692862773786631343541246863838891034690623211225824071258136596901551674721566720000)*X^2*T + (-2154242948859851301931841641049376570194897504655000638250594410051488195512340673114360904526952473799210616033417600000000*L.1^2 - 1710972989877559964680146200823548034005398060362933214503403637089892137705770809347792047713141414184929853511198080000000*L.1 + 2627326114489406749567751858477632125803636326111608252492592170049113719873766194933417964183678267910575661708663680000000)*X*Y^2 + (-179650078466232449016087361142627234889984837494893529682902824009216136419291862417542632325032276132274354358092072800000000*L.1^2 - 90597122811276482032594334587132908128560752720036257603247956573572123570353509841586811589351171333969617694077715600000000*L.1 + 280323908455788025348373737460985431623851499316088447774250408439367812323470679651279758081768904960056506279973867600000000)*X*Y*Z + (45733199394543928085023916128810332123594403998083260848515770927130277667215901206166670031805217097078856541798400000*L.1^2 + 28432551032083696032605245674840712597551787509461035283453741613507182553678626043633880637473752299069549327155200000*L.1 - 68247495826140059404379631879429489223700736022249568686196322669692768915642567475876982615617679586249233838899200000)*X*Y*T + (-12109423974800077154376306448497020997248925077918211106988654683807215565289473762994632625062237325994590737714540979625000000*L.1^2 - 22002856738778187011287951993833759169768027913771358493445248641536641415645059919445214300831086776185035637235022260625000000*L.1 - 4619526735753131313021278539179738110565837248629895907880515600082310387428743957004143592647757714403075845899055019250000000)*X*Z^2 + (1916845988136126675862853604000379456339151334833211974841765956033508156110160108599127310671614520239675439968256000000*L.1^2 + 1459338515864504133649904136037208799681282175144276882999445930677307118983480763560016468364927723956781818292224000000*L.1 - 1828377711192043339571390288490506688554539415470732600191874792474451200538551321230550365855647296508298917001216000000)*X*Z*T + (-440553218343568085572267506651528736370972915401768188632460014447232308391165447429336169874079484277752451243628553800000000*L.1^2 - 783959569694887058178839159622296871303452535313974810882525125511056041097183842594660172393838339625170492940198827600000000*L.1 - 160854066244180381971718434570677682839989964833693241113800902018971630627786394970776111948573383696960599289126355400000000)*Y^3 + (-145284207551877984747286666728816620488894966845463094875741664822669753669503920990215010124240490147225764743847298870250000000*L.1^2 - 265029724583235850244600398482939685049077763953471790169191373665383409751071946684800430916491324296866373431988226870000000000*L.1 - 65368649399785473094252634721218878615463881687319557941342676680103012231690425366415606144984501462011842287297644081750000000)*Y^2*Z + (-1763684619686474800721285550127376350188383054108585424955831382392870660910393916260084259584599171675370388713472000000*L.1^2 - 4774019683778961620248352517826209855264159382624832252544539355755380548486488169128406134384974549787375657330688000000*L.1 - 2834458523744110883704004163453508052113173716325188680137388076633070791225558873903397877650209990128037075601408000000)*Y^2*T + (-15025452595171837432268712158143055911177919026083911725544509211189259823337839116907832080426446251752283105964036347840156250000*L.1^2 - 28032663602771468720993374254215302163252196821026781731684640968452549016192203631476173323659819505887844368564446246180039062500*L.1 - 7657931153878003786608045203731277117854907531442954345447817915934241898743519863744418707113372880424512685502835663135332031250)*Y*Z^2 + (-275875154262911112287781087898974880378878324156248066667680587384688286793614215007128613064543792572792248324736000000000*L.1^2 - 636478694991112408327184442804386414852360060772023516604152328611665099293064038189274061002132169031610198350351360000000*L.1 - 355590286407272807391177564440479617787745790405072410329316818581723113320930761274972318514481724591155006799703040000000)*Y*Z*T + (-497990831601136850883143246246647106260905282102596336463557478365018431471322205721253633912193221323847043162371858161282617187500*L.1^2 - 934913755798536028259455473168925926433765705631042451771083065027987113389311662576459056882337619235121004870480742808494970703125*L.1 - 263550198630782972632501211795894238994011672298492891994420305231299316423725044207854629014501458620798463008381999639528808593750)*Z^3 + (-7474113859946280590192822434943475162131692416090526779376795112654704084896016342073441738619834467585180243531582400000000*L.1^2 - 17740824357976348297930774213923752547617613712685027175787358472852269826478193843193606889516976473988580632811772800000000*L.1 - 8118392846260243874311964848337261304089862628714864245268272974645136568261915678522131206970966206685841032149107200000000)*Z^2*T + (-75275880820008718498557215081397663296963811095569217113667421090137467890402783886816238623497278343501316096*L.1^2 - 20179691464163647302185249145315799162261986374622935534581079876065204093808369983843004050389206842124271616*L.1 + 254968436780653663755710647093358482678236945151622633063009789167756234573855678686716158150125366337419083776)*T^3
8.0.62919806592651264.10|true|x - 1|2|2
8.0.62919806592651264.10|true|x - 1|2|2
8.0.62919806592651264.10|true|x - 1|2|2
8.0.62919806592651264.10|true|x - 1|2|2
8.0.62919806592651264.10|true|x - 1|2|2
8.0.62919806592651264.10|true|x - 1|2|2
8.0.62919806592651264.10|true|x - 1|2|2
8.0.62919806592651264.10|true|x - 1|2|2
8.0.70521909650067456.3|true|x - 1|2|2
8.0.70521909650067456.3|true|x - 1|2|2
8.0.70521909650067456.3|true|x - 1|2|2
8.0.70521909650067456.3|true|x - 1|2|2
8.0.73350432097456801.1|hyp|x - 1|1|
8.0.73350432097456801.1|hyp|x - 1|1|
8.0.73350432097456801.1|hyp|x - 1|1|
8.0.74769048596975616.11|true|x - 1|2|2
8.0.74769048596975616.11|true|x - 1|2|2
8.0.74769048596975616.11|true|x - 1|2|2
8.0.74769048596975616.11|true|x - 1|2|2
8.0.80401691902790241.1|false|x - 1|2|2
8.0.80401691902790241.1|false|x - 1|2|2
8.0.80401691902790241.1|false|x - 1|2|2
8.0.81033811518099456.1|true|x - 1|2|2
8.0.81033811518099456.1|true|x - 1|2|2
8.0.81033811518099456.1|problem thetas
8.0.86770641842707761.1|false|x - 1|2|2
8.0.86770641842707761.1|false|x - 1|2|2
8.0.86770641842707761.1|false|x - 1|2|2
8.0.91923222266734329.2|true|x - 1|2|2
8.0.91923222266734329.2|true|x - 1|2|2
8.0.91923222266734329.2|true|x - 1|2|2
8.0.91923222266734329.2|true|x - 1|2|2
8.0.91923222266734329.2|true|x - 1|2|2
8.0.91923222266734329.2|true|x - 1|2|2
8.0.91923222266734329.2|true|x - 1|2|2
8.0.91923222266734329.2|true|x - 1|2|2
8.0.117160391053574001.2|true|x - 1|2|2
8.0.117160391053574001.2|true|x - 1|2|2
8.0.117160391053574001.2|true|x - 1|2|2
8.0.117160391053574001.2|true|x - 1|2|2
8.0.129882578184769536.3|true|x - 1|2|2
8.0.129882578184769536.3|true|x - 1|2|2
8.0.129882578184769536.3|true|x - 1|2|2
8.0.129882578184769536.3|true|x - 1|2|2
8.0.135923763363916801.1|hyp|x - 1|1|
8.0.135923763363916801.1|hyp|x - 1|1|
8.0.147910484188525041.1|false|x - 1|2|2
8.0.147910484188525041.1|false|x - 1|2|2
8.0.147910484188525041.1|false|x - 1|2|2
8.0.169584057270610801.1|hyp|x - 1|1|
8.0.169584057270610801.1|hyp|x - 1|1|
8.0.170735139124383744.10|true|x - 1|2|2
8.0.170735139124383744.10|true|x - 1|2|2
8.0.170735139124383744.10|true|x - 1|2|2
8.0.170735139124383744.10|true|x - 1|2|2
8.0.170735139124383744.10|true|x - 1|2|2
8.0.170735139124383744.10|true|x - 1|2|2
8.0.170735139124383744.10|true|x - 1|2|2
8.0.170735139124383744.10|true|x - 1|2|2
8.0.172409416411292641.2|hyp|x - 1|1|
8.0.172409416411292641.2|hyp|x - 1|1|
8.0.179487701547492321.1|false|x - 1|2|2
8.0.179487701547492321.1|false|x - 1|2|2
8.0.179487701547492321.1|false|x - 1|2|2
8.0.196377137395449201.1|false|x - 1|2|2
8.0.196377137395449201.1|false|x - 1|2|2
8.0.196377137395449201.1|false|x - 1|2|2
8.0.198174371047175601.2|true|x - 1|2|2
8.0.198174371047175601.2|true|x - 1|2|2
8.0.198174371047175601.2|true|x - 1|2|2
8.0.198174371047175601.2|true|x - 1|2|2
8.0.200514022193502241.1|hyp|x - 1|1|
8.0.200514022193502241.1|hyp|x - 1|1|
8.0.200514022193502241.1|hyp|x - 1|1|
8.0.204331230291274641.2|problem thetas
8.0.218533686227401689.14|true|x - 1|2|2
8.0.218533686227401689.14|true|x - 1|2|2
8.0.218533686227401689.14|true|x - 1|2|2
8.0.218533686227401689.14|true|x - 1|2|2
8.0.218533686227401689.14|true|x - 1|2|2
8.0.218533686227401689.14|true|x - 1|2|2
8.0.218533686227401689.14|true|x - 1|2|2
8.0.218533686227401689.14|true|x - 1|2|2
8.0.235237153286975841.1|false|x - 1|2|2
8.0.235237153286975841.1|false|x - 1|2|2
8.0.235237153286975841.1|false|x - 1|2|2
8.0.257521466109501441.1|false|x - 1|2|2
8.0.257521466109501441.1|false|x - 1|2|2
8.0.257521466109501441.1|false|x - 1|2|2
8.0.259589304368861184.7|true|x - 1|2|2
8.0.259589304368861184.7|true|x - 1|2|2
8.0.259589304368861184.7|true|x - 1|2|2
8.0.259589304368861184.7|true|x - 1|2|2
8.0.269097595114622976.15|true|x - 1|2|2
8.0.269097595114622976.15|true|x - 1|2|2
8.0.269097595114622976.15|true|x - 1|2|2
8.0.269097595114622976.15|true|x - 1|2|2
8.0.277560605819163681.2|true|x - 1|2|2
8.0.277560605819163681.2|true|x - 1|2|2
8.0.277560605819163681.2|true|x - 1|2|2
8.0.277560605819163681.2|true|x - 1|2|2
8.0.291354123972299521.1|hyp|x - 1|1|
8.0.291354123972299521.1|hyp|x - 1|1|
8.0.291354123972299521.1|hyp|x - 1|1|
8.0.295590648845235121.1|hyp|x - 1|1|
8.0.295590648845235121.1|hyp|x - 1|1|
8.0.295590648845235121.1|hyp|x - 1|1|
8.0.295692078251129121.1|false|x - 1|2|2
8.0.295692078251129121.1|false|x - 1|2|2
8.0.295692078251129121.1|false|x - 1|2|2
8.0.305655472188046561.1|hyp|x - 1|1|
8.0.305655472188046561.1|hyp|x - 1|1|
8.0.305655472188046561.1|hyp|x - 1|1|
8.0.321988200130081681.1|hyp|x - 1|1|
8.0.321988200130081681.1|hyp|x - 1|1|
8.0.348162166355287761.1|false|x - 1|2|2
8.0.348162166355287761.1|false|x - 1|2|2
8.0.348162166355287761.1|false|x - 1|2|2
8.0.358597178472085281.1|false|x - 1|2|2
8.0.358597178472085281.1|false|x - 1|2|2
8.0.358597178472085281.1|false|x - 1|2|2
8.0.388691100771823521.1|true|x - 1|2|2
8.0.388691100771823521.1|true|x - 1|2|2
8.0.388691100771823521.1|true|x - 1|2|2
8.0.388691100771823521.1|true|x - 1|2|2
8.0.398115772466433921.1|false|x - 1|2|2
8.0.398115772466433921.1|false|x - 1|2|2
8.0.398115772466433921.1|false|x - 1|2|2
8.0.428624978678095761.2|false|x - 1|2|2
8.0.428624978678095761.2|false|x - 1|2|2
8.0.428624978678095761.2|false|x - 1|2|2
8.0.491742251346576321.13|true|x - 1|2|2
8.0.491742251346576321.13|true|x - 1|2|2
8.0.491742251346576321.13|true|x - 1|2|2
8.0.491742251346576321.13|true|x - 1|2|2
8.0.512872428109556641.1|hyp|x - 1|1|
8.0.512872428109556641.1|hyp|x - 1|1|
8.0.512872428109556641.1|hyp|x - 1|1|
8.0.559455831332775601.1|hyp|x - 1|1|
8.0.559455831332775601.1|hyp|x - 1|1|
8.0.559455831332775601.1|hyp|x - 1|1|
8.0.609142738186488961.1|hyp|x - 1|1|
8.0.609142738186488961.1|hyp|x - 1|1|
8.0.616502043501426481.1|hyp|x - 1|1|
8.0.616502043501426481.1|hyp|x - 1|1|
8.0.616502043501426481.1|hyp|x - 1|1|
8.0.691129336406088321.2|true|x - 1|2|2
8.0.691129336406088321.2|true|x - 1|2|2
8.0.691129336406088321.2|true|x - 1|2|2
8.0.691129336406088321.2|true|x - 1|2|2
8.0.691129336406088321.2|true|x - 1|2|2
8.0.691129336406088321.2|true|x - 1|2|2
8.0.691129336406088321.2|true|x - 1|2|2
8.0.691129336406088321.2|true|x - 1|2|2
8.0.718369427913099361.1|hyp|x - 1|1|
8.0.718369427913099361.1|hyp|x - 1|1|
8.0.718369427913099361.1|hyp|x - 1|1|
8.0.726696250583406481.3|hyp|x - 1|1|
8.0.726696250583406481.3|hyp|x - 1|1|
8.0.798933157585310881.1|hyp|x - 1|1|
8.0.798933157585310881.1|hyp|x - 1|1|
8.0.798933157585310881.1|hyp|x - 1|1|
8.0.807949948577050321.1|hyp|x - 1|1|
8.0.807949948577050321.1|hyp|x - 1|1|
8.0.807949948577050321.1|hyp|x - 1|1|
8.0.851041543370918641.1|hyp|x - 1|1|
8.0.851041543370918641.1|hyp|x - 1|1|
8.0.851041543370918641.1|hyp|x - 1|1|
8.0.1004843693178804241.1|hyp|x - 1|1|
8.0.1004843693178804241.1|hyp|x - 1|1|
8.0.1004843693178804241.1|hyp|x - 1|1|
8.0.1086257887043463369.12|true|x - 1|2|2
8.0.1086257887043463369.12|true|x - 1|2|2
8.0.1086257887043463369.12|true|x - 1|2|2
8.0.1086257887043463369.12|true|x - 1|2|2
8.0.1086257887043463369.12|true|x - 1|2|2
8.0.1086257887043463369.12|true|x - 1|2|2
8.0.1086257887043463369.12|true|x - 1|2|2
8.0.1086257887043463369.12|true|x - 1|2|2
8.0.1131261486277157361.1|true|x - 1|2|2
8.0.1131261486277157361.1|true|x - 1|2|2
8.0.1131261486277157361.1|true|x - 1|2|2
8.0.1131261486277157361.1|true|x - 1|2|2
8.0.1131261486277157361.1|true|x - 1|2|2
8.0.1131261486277157361.1|true|x - 1|2|2
8.0.1131261486277157361.1|true|x - 1|2|2
8.0.1131261486277157361.1|true|x - 1|2|2
8.0.1135151485651484161.1|hyp|x - 1|1|
8.0.1135151485651484161.1|hyp|x - 1|1|
8.0.1135151485651484161.1|hyp|x - 1|1|
8.0.1287750166573384809.1|true|x - 1|2|2
8.0.1287750166573384809.1|true|x - 1|2|2
8.0.1287750166573384809.1|true|x - 1|2|2
8.0.1287750166573384809.1|true|x - 1|2|2
8.0.1287750166573384809.1|true|x - 1|2|2
8.0.1287750166573384809.1|true|x - 1|2|2
8.0.1287750166573384809.1|true|x - 1|2|2
8.0.1287750166573384809.1|true|x - 1|2|2
8.0.1304516746537242624.11|true|x - 1|2|2
8.0.1304516746537242624.11|true|x - 1|2|2
8.0.1304516746537242624.11|true|x - 1|2|2
8.0.1304516746537242624.11|true|x - 1|2|2
8.0.1304516746537242624.11|true|x - 1|2|2
8.0.1304516746537242624.11|true|x - 1|2|2
8.0.1304516746537242624.11|true|x - 1|2|2
8.0.1304516746537242624.11|true|x - 1|2|2
8.0.1331194357696725369.1|true|x - 1|2|2
8.0.1331194357696725369.1|true|x - 1|2|2
8.0.1331194357696725369.1|true|x - 1|2|2
8.0.1331194357696725369.1|true|x - 1|2|2
8.0.1331194357696725369.1|true|x - 1|2|2
8.0.1331194357696725369.1|true|x - 1|2|2
8.0.1331194357696725369.1|true|x - 1|2|2
8.0.1331194357696725369.1|true|x - 1|2|2
8.0.1565130413621268729.2|true|x - 1|2|2
8.0.1565130413621268729.2|true|x - 1|2|2
8.0.1565130413621268729.2|true|x - 1|2|2
8.0.1565130413621268729.2|true|x - 1|2|2
8.0.1565130413621268729.2|true|x - 1|2|2
8.0.1565130413621268729.2|true|x - 1|2|2
8.0.1565130413621268729.2|true|x - 1|2|2
8.0.1565130413621268729.2|true|x - 1|2|2
8.0.1615389313927430889.1|true|x - 1|2|2
8.0.1615389313927430889.1|true|x - 1|2|2
8.0.1615389313927430889.1|true|x - 1|2|2
8.0.1615389313927430889.1|true|x - 1|2|2
8.0.1615389313927430889.1|true|x - 1|2|2
8.0.1615389313927430889.1|true|x - 1|2|2
8.0.1615389313927430889.1|problem thetas
